orig_index,id,path,label,status,reason,width,height
4468,004469.jpg,/data/meteorite-identification/train_images/004469.jpg,1,keep,,1080,1440
4469,004470.jpg,/data/meteorite-identification/train_images/004470.jpg,0,keep,,264,212
4470,004471.jpg,/data/meteorite-identification/train_images/004471.jpg,1,keep,,500,384
4471,004472.jpg,/data/meteorite-identification/train_images/004472.jpg,0,keep,,317,205
4472,004473.jpg,/data/meteorite-identification/train_images/004473.jpg,1,keep,,1080,1440
4473,004474.jpg,/data/meteorite-identification/train_images/004474.jpg,0,keep,,1920,1272
4474,004475.jpg,/data/meteorite-identification/train_images/004475.jpg,0,keep,,275,183
4475,004476.jpg,/data/meteorite-identification/train_images/004476.jpg,1,keep,,800,637
4476,004477.jpg,/data/meteorite-identification/train_images/004477.jpg,0,keep,,1920,1272
4477,004478.jpg,/data/meteorite-identification/train_images/004478.jpg,0,keep,,1920,1280
4478,004479.jpg,/data/meteorite-identification/train_images/004479.jpg,0,keep,,1920,1440
4479,004480.jpg,/data/meteorite-identification/train_images/004480.jpg,0,keep,,700,403
4480,004481.jpg,/data/meteorite-identification/train_images/004481.jpg,0,keep,,1920,1272
4481,004482.jpg,/data/meteorite-identification/train_images/004482.jpg,1,keep,,569,512
4482,004483.jpg,/data/meteorite-identification/train_images/004483.jpg,0,keep,,1920,1272
4483,004484.jpg,/data/meteorite-identification/train_images/004484.jpg,0,keep,,1024,680
4484,004485.jpg,/data/meteorite-identification/train_images/004485.jpg,0,keep,,329,199
4485,004486.jpg,/data/meteorite-identification/train_images/004486.jpg,0,keep,,612,612
4486,004487.jpg,/data/meteorite-identification/train_images/004487.jpg,1,drop,too_large(>4096),4896,3672
4487,004488.jpg,/data/meteorite-identification/train_images/004488.jpg,0,keep,,474,378
4488,004489.jpg,/data/meteorite-identification/train_images/004489.jpg,1,keep,,640,480
4489,004490.jpg,/data/meteorite-identification/train_images/004490.jpg,0,keep,,1920,1272
4490,004491.jpg,/data/meteorite-identification/train_images/004491.jpg,1,keep,,800,600
4491,004492.jpg,/data/meteorite-identification/train_images/004492.jpg,0,keep,,1920,1272
4492,004493.jpg,/data/meteorite-identification/train_images/004493.jpg,0,keep,,612,408
4493,004494.jpg,/data/meteorite-identification/train_images/004494.jpg,1,keep,,560,420
4494,004495.jpg,/data/meteorite-identification/train_images/004495.jpg,0,keep,,1920,1440
4495,004496.jpg,/data/meteorite-identification/train_images/004496.jpg,1,keep,,350,269
4496,004497.jpg,/data/meteorite-identification/train_images/004497.jpg,1,keep,,700,555
4497,004498.jpg,/data/meteorite-identification/train_images/004498.jpg,1,keep,,800,800
4498,004499.jpg,/data/meteorite-identification/train_images/004499.jpg,1,keep,,800,800
4499,004500.jpg,/data/meteorite-identification/train_images/004500.jpg,0,keep,,259,194
4500,004501.jpg,/data/meteorite-identification/train_images/004501.jpg,1,keep,,900,851
4501,004502.jpg,/data/meteorite-identification/train_images/004502.jpg,1,keep,,1080,1440
4502,004503.jpg,/data/meteorite-identification/train_images/004503.jpg,0,keep,,1920,1272
4503,004504.jpg,/data/meteorite-identification/train_images/004504.jpg,1,keep,,800,600
4504,004505.jpg,/data/meteorite-identification/train_images/004505.jpg,0,keep,,231,218
4505,004506.jpg,/data/meteorite-identification/train_images/004506.jpg,1,keep,,1440,1080
4506,004507.jpg,/data/meteorite-identification/train_images/004507.jpg,0,keep,,700,422
4507,004508.jpg,/data/meteorite-identification/train_images/004508.jpg,1,keep,,640,610
4508,004509.jpg,/data/meteorite-identification/train_images/004509.jpg,0,keep,,875,454
4509,004510.jpg,/data/meteorite-identification/train_images/004510.jpg,0,keep,,1920,1272
4510,004511.jpg,/data/meteorite-identification/train_images/004511.jpg,1,keep,,3264,2448
4511,004512.jpg,/data/meteorite-identification/train_images/004512.jpg,0,keep,,700,605
4512,004513.jpg,/data/meteorite-identification/train_images/004513.jpg,1,keep,,1080,1440
4513,004514.jpg,/data/meteorite-identification/train_images/004514.jpg,0,keep,,657,513
4514,004515.jpg,/data/meteorite-identification/train_images/004515.jpg,1,keep,,800,800
4515,004516.jpg,/data/meteorite-identification/train_images/004516.jpg,1,keep,,640,427
4516,004517.jpg,/data/meteorite-identification/train_images/004517.jpg,1,keep,,432,297
4517,004518.jpg,/data/meteorite-identification/train_images/004518.jpg,1,keep,,640,427
4518,004519.jpg,/data/meteorite-identification/train_images/004519.jpg,1,keep,,296,268
4519,004520.jpg,/data/meteorite-identification/train_images/004520.jpg,0,keep,,800,533
4520,004521.jpg,/data/meteorite-identification/train_images/004521.jpg,1,keep,,500,332
4521,004522.jpg,/data/meteorite-identification/train_images/004522.jpg,1,keep,,500,474
4522,004523.jpg,/data/meteorite-identification/train_images/004523.jpg,0,keep,,612,408
4523,004524.jpg,/data/meteorite-identification/train_images/004524.jpg,0,keep,,1920,1272
4524,004525.jpg,/data/meteorite-identification/train_images/004525.jpg,1,keep,,1440,1080
4525,004526.jpg,/data/meteorite-identification/train_images/004526.jpg,0,keep,,1024,680
4526,004527.jpg,/data/meteorite-identification/train_images/004527.jpg,1,keep,,600,539
4527,004528.jpg,/data/meteorite-identification/train_images/004528.jpg,1,keep,,426,480
4528,004529.jpg,/data/meteorite-identification/train_images/004529.jpg,1,keep,,800,800
4529,004530.jpg,/data/meteorite-identification/train_images/004530.jpg,1,keep,,3264,2448
4530,004531.jpg,/data/meteorite-identification/train_images/004531.jpg,1,keep,,640,480
4531,004532.jpg,/data/meteorite-identification/train_images/004532.jpg,1,keep,,400,353
4532,004533.jpg,/data/meteorite-identification/train_images/004533.jpg,0,keep,,1920,1280
4533,004534.jpg,/data/meteorite-identification/train_images/004534.jpg,1,keep,,673,800
4534,004535.jpg,/data/meteorite-identification/train_images/004535.jpg,1,keep,,796,597
4535,004536.jpg,/data/meteorite-identification/train_images/004536.jpg,0,keep,,1920,1272
4536,004537.jpg,/data/meteorite-identification/train_images/004537.jpg,1,keep,,1080,1440
4537,004538.jpg,/data/meteorite-identification/train_images/004538.jpg,1,keep,,650,435
4538,004539.jpg,/data/meteorite-identification/train_images/004539.jpg,0,keep,,1920,1272
4539,004540.jpg,/data/meteorite-identification/train_images/004540.jpg,0,keep,,304,239
4540,004541.jpg,/data/meteorite-identification/train_images/004541.jpg,1,keep,,1080,1440
4541,004542.jpg,/data/meteorite-identification/train_images/004542.jpg,1,keep,,800,800
4542,004543.jpg,/data/meteorite-identification/train_images/004543.jpg,1,keep,,583,574
4543,004544.jpg,/data/meteorite-identification/train_images/004544.jpg,1,keep,,400,300
4544,004545.jpg,/data/meteorite-identification/train_images/004545.jpg,1,keep,,640,480
4545,004546.jpg,/data/meteorite-identification/train_images/004546.jpg,1,drop,too_large(>4096),4896,3672
4546,004547.jpg,/data/meteorite-identification/train_images/004547.jpg,0,keep,,540,720
4547,004548.jpg,/data/meteorite-identification/train_images/004548.jpg,0,keep,,1920,1280
4548,004549.jpg,/data/meteorite-identification/train_images/004549.jpg,0,keep,,800,549
4549,004550.jpg,/data/meteorite-identification/train_images/004550.jpg,1,keep,,800,595
4550,004551.jpg,/data/meteorite-identification/train_images/004551.jpg,0,keep,,1920,1280
4551,004552.jpg,/data/meteorite-identification/train_images/004552.jpg,0,keep,,275,183
4552,004553.jpg,/data/meteorite-identification/train_images/004553.jpg,1,keep,,540,364
4553,004554.jpg,/data/meteorite-identification/train_images/004554.jpg,0,keep,,1920,1272
4554,004555.jpg,/data/meteorite-identification/train_images/004555.jpg,1,keep,,2400,1800
4555,004556.jpg,/data/meteorite-identification/train_images/004556.jpg,1,keep,,800,584
4556,004557.jpg,/data/meteorite-identification/train_images/004557.jpg,1,keep,,1440,1080
4557,004558.jpg,/data/meteorite-identification/train_images/004558.jpg,0,keep,,1920,1272
4558,004559.jpg,/data/meteorite-identification/train_images/004559.jpg,0,keep,,1920,1272
4559,004560.jpg,/data/meteorite-identification/train_images/004560.jpg,0,keep,,612,408
4560,004561.jpg,/data/meteorite-identification/train_images/004561.jpg,0,keep,,1024,648
4561,004562.jpg,/data/meteorite-identification/train_images/004562.jpg,1,keep,,1080,1440
4562,004563.jpg,/data/meteorite-identification/train_images/004563.jpg,0,keep,,800,533
4563,004564.jpg,/data/meteorite-identification/train_images/004564.jpg,0,keep,,1920,1272
4564,004565.jpg,/data/meteorite-identification/train_images/004565.jpg,1,keep,,1080,1440
4565,004566.jpg,/data/meteorite-identification/train_images/004566.jpg,1,keep,,800,600
4566,004567.jpg,/data/meteorite-identification/train_images/004567.jpg,0,keep,,700,442
4567,004568.jpg,/data/meteorite-identification/train_images/004568.jpg,0,keep,,474,632
4568,004569.jpg,/data/meteorite-identification/train_images/004569.jpg,0,keep,,876,644
4569,004570.jpg,/data/meteorite-identification/train_images/004570.jpg,1,keep,,450,446
4570,004571.jpg,/data/meteorite-identification/train_images/004571.jpg,1,keep,,640,460
4571,004572.jpg,/data/meteorite-identification/train_images/004572.jpg,0,keep,,1024,680
4572,004573.jpg,/data/meteorite-identification/train_images/004573.jpg,1,keep,,800,600
4573,004574.jpg,/data/meteorite-identification/train_images/004574.jpg,1,keep,,1080,1440
4574,004575.jpg,/data/meteorite-identification/train_images/004575.jpg,1,keep,,1080,1440
4575,004576.jpg,/data/meteorite-identification/train_images/004576.jpg,1,keep,,1080,1440
4576,004577.jpg,/data/meteorite-identification/train_images/004577.jpg,1,keep,,600,800
4577,004578.jpg,/data/meteorite-identification/train_images/004578.jpg,1,keep,,400,300
4578,004579.jpg,/data/meteorite-identification/train_images/004579.jpg,1,keep,,800,600
4579,004580.jpg,/data/meteorite-identification/train_images/004580.jpg,1,keep,,640,480
4580,004581.jpg,/data/meteorite-identification/train_images/004581.jpg,1,keep,,1440,1080
4581,004582.jpg,/data/meteorite-identification/train_images/004582.jpg,0,keep,,474,432
4582,004583.jpg,/data/meteorite-identification/train_images/004583.jpg,1,keep,,3264,2448
4583,004584.jpg,/data/meteorite-identification/train_images/004584.jpg,0,keep,,1920,1272
4584,004585.jpg,/data/meteorite-identification/train_images/004585.jpg,0,keep,,1024,680
4585,004586.jpg,/data/meteorite-identification/train_images/004586.jpg,1,keep,,800,600
4586,004587.jpg,/data/meteorite-identification/train_images/004587.jpg,0,keep,,1014,686
4587,004588.jpg,/data/meteorite-identification/train_images/004588.jpg,1,keep,,800,800
4588,004589.jpg,/data/meteorite-identification/train_images/004589.jpg,1,keep,,800,600
4589,004590.jpg,/data/meteorite-identification/train_images/004590.jpg,0,keep,,251,193
4590,004591.jpg,/data/meteorite-identification/train_images/004591.jpg,0,keep,,612,408
4591,004592.jpg,/data/meteorite-identification/train_images/004592.jpg,1,keep,,1080,1440
4592,004593.jpg,/data/meteorite-identification/train_images/004593.jpg,0,keep,,474,711
4593,004594.jpg,/data/meteorite-identification/train_images/004594.jpg,0,keep,,342,305
4594,004595.jpg,/data/meteorite-identification/train_images/004595.jpg,0,keep,,395,285
4595,004596.jpg,/data/meteorite-identification/train_images/004596.jpg,0,keep,,1920,1440
4596,004597.jpg,/data/meteorite-identification/train_images/004597.jpg,1,keep,,360,298
4597,004598.jpg,/data/meteorite-identification/train_images/004598.jpg,1,keep,,1080,1440
4598,004599.jpg,/data/meteorite-identification/train_images/004599.jpg,1,keep,,1080,1440
4599,004600.jpg,/data/meteorite-identification/train_images/004600.jpg,0,keep,,800,600
4600,004601.jpg,/data/meteorite-identification/train_images/004601.jpg,1,keep,,1080,1440
4601,004602.jpg,/data/meteorite-identification/train_images/004602.jpg,1,keep,,1080,1440
4602,004603.jpg,/data/meteorite-identification/train_images/004603.jpg,0,keep,,500,500
4603,004604.jpg,/data/meteorite-identification/train_images/004604.jpg,1,keep,,770,578
4604,004605.jpg,/data/meteorite-identification/train_images/004605.jpg,1,keep,,1080,1440
4605,004606.jpg,/data/meteorite-identification/train_images/004606.jpg,0,keep,,1920,1440
4606,004607.jpg,/data/meteorite-identification/train_images/004607.jpg,0,keep,,800,533
4607,004608.jpg,/data/meteorite-identification/train_images/004608.jpg,0,keep,,500,500
4608,004609.jpg,/data/meteorite-identification/train_images/004609.jpg,0,keep,,1920,1272
4609,004610.jpg,/data/meteorite-identification/train_images/004610.jpg,1,drop,too_large(>4096),4896,3672
4610,004611.jpg,/data/meteorite-identification/train_images/004611.jpg,1,drop,too_large(>4096),4896,3672
4611,004612.jpg,/data/meteorite-identification/train_images/004612.jpg,0,keep,,1024,768
4612,004613.jpg,/data/meteorite-identification/train_images/004613.jpg,0,keep,,720,523
4613,004614.jpg,/data/meteorite-identification/train_images/004614.jpg,1,keep,,1080,1440
4614,004615.jpg,/data/meteorite-identification/train_images/004615.jpg,1,keep,,1080,1440
4615,004616.jpg,/data/meteorite-identification/train_images/004616.jpg,0,keep,,1920,1272
4616,004617.jpg,/data/meteorite-identification/train_images/004617.jpg,0,keep,,1920,1440
4617,004618.jpg,/data/meteorite-identification/train_images/004618.jpg,0,keep,,500,364
4618,004619.jpg,/data/meteorite-identification/train_images/004619.jpg,1,keep,,800,600
4619,004620.jpg,/data/meteorite-identification/train_images/004620.jpg,1,keep,,400,300
4620,004621.jpg,/data/meteorite-identification/train_images/004621.jpg,0,keep,,1920,1272
4621,004622.jpg,/data/meteorite-identification/train_images/004622.jpg,1,keep,,1200,1200
4622,004623.jpg,/data/meteorite-identification/train_images/004623.jpg,1,keep,,800,800
4623,004624.jpg,/data/meteorite-identification/train_images/004624.jpg,1,keep,,800,800
4624,004625.jpg,/data/meteorite-identification/train_images/004625.jpg,1,keep,,650,460
4625,004626.jpg,/data/meteorite-identification/train_images/004626.jpg,1,keep,,640,480
4626,004627.jpg,/data/meteorite-identification/train_images/004627.jpg,0,keep,,244,187
4627,004628.jpg,/data/meteorite-identification/train_images/004628.jpg,0,keep,,375,315
4628,004629.jpg,/data/meteorite-identification/train_images/004629.jpg,1,keep,,3264,2448
4629,004630.jpg,/data/meteorite-identification/train_images/004630.jpg,0,keep,,1920,1272
4630,004631.jpg,/data/meteorite-identification/train_images/004631.jpg,1,keep,,360,326
4631,004632.jpg,/data/meteorite-identification/train_images/004632.jpg,1,keep,,800,533
4632,004633.jpg,/data/meteorite-identification/train_images/004633.jpg,1,keep,,1200,1200
4633,004634.jpg,/data/meteorite-identification/train_images/004634.jpg,0,keep,,1010,550
4634,004635.jpg,/data/meteorite-identification/train_images/004635.jpg,1,keep,,400,300
4635,004636.jpg,/data/meteorite-identification/train_images/004636.jpg,1,keep,,800,600
4636,004637.jpg,/data/meteorite-identification/train_images/004637.jpg,0,keep,,1920,1272
4637,004638.jpg,/data/meteorite-identification/train_images/004638.jpg,0,keep,,1920,1272
4638,004639.jpg,/data/meteorite-identification/train_images/004639.jpg,1,keep,,700,790
4639,004640.jpg,/data/meteorite-identification/train_images/004640.jpg,1,keep,,800,600
4640,004641.jpg,/data/meteorite-identification/train_images/004641.jpg,1,keep,,800,600
4641,004642.jpg,/data/meteorite-identification/train_images/004642.jpg,1,keep,,640,480
4642,004643.jpg,/data/meteorite-identification/train_images/004643.jpg,1,keep,,640,480
4643,004644.jpg,/data/meteorite-identification/train_images/004644.jpg,1,keep,,1080,1440
4644,004645.jpg,/data/meteorite-identification/train_images/004645.jpg,1,keep,,800,800
4645,004646.jpg,/data/meteorite-identification/train_images/004646.jpg,1,keep,,800,590
4646,004647.jpg,/data/meteorite-identification/train_images/004647.jpg,0,keep,,1024,680
4647,004648.jpg,/data/meteorite-identification/train_images/004648.jpg,1,keep,,1080,1440
4648,004649.jpg,/data/meteorite-identification/train_images/004649.jpg,1,keep,,652,483
4649,004650.jpg,/data/meteorite-identification/train_images/004650.jpg,0,keep,,1920,1272
4650,004651.jpg,/data/meteorite-identification/train_images/004651.jpg,1,keep,,800,800
4651,004652.jpg,/data/meteorite-identification/train_images/004652.jpg,1,keep,,640,480
4652,004653.jpg,/data/meteorite-identification/train_images/004653.jpg,0,keep,,395,213
4653,004654.jpg,/data/meteorite-identification/train_images/004654.jpg,1,keep,,416,312
4654,004655.jpg,/data/meteorite-identification/train_images/004655.jpg,1,keep,,800,739
4655,004656.jpg,/data/meteorite-identification/train_images/004656.jpg,0,keep,,279,244
4656,004657.jpg,/data/meteorite-identification/train_images/004657.jpg,1,keep,,1080,1440
4657,004658.jpg,/data/meteorite-identification/train_images/004658.jpg,0,keep,,3024,3024
4658,004659.jpg,/data/meteorite-identification/train_images/004659.jpg,0,keep,,1024,680
4659,004660.jpg,/data/meteorite-identification/train_images/004660.jpg,0,keep,,1920,1280
4660,004661.jpg,/data/meteorite-identification/train_images/004661.jpg,1,keep,,795,612
4661,004662.jpg,/data/meteorite-identification/train_images/004662.jpg,0,keep,,1920,1272
4662,004663.jpg,/data/meteorite-identification/train_images/004663.jpg,1,keep,,800,561
4663,004664.jpg,/data/meteorite-identification/train_images/004664.jpg,1,keep,,1080,1440
4664,004665.jpg,/data/meteorite-identification/train_images/004665.jpg,1,keep,,800,600
4665,004666.jpg,/data/meteorite-identification/train_images/004666.jpg,1,keep,,1080,1440
4666,004667.jpg,/data/meteorite-identification/train_images/004667.jpg,1,keep,,800,570
4667,004668.jpg,/data/meteorite-identification/train_images/004668.jpg,0,keep,,800,600
4668,004669.jpg,/data/meteorite-identification/train_images/004669.jpg,0,keep,,1920,1160
4669,004670.jpg,/data/meteorite-identification/train_images/004670.jpg,0,keep,,474,262
4670,004671.jpg,/data/meteorite-identification/train_images/004671.jpg,0,keep,,1587,1182
4671,004672.jpg,/data/meteorite-identification/train_images/004672.jpg,0,keep,,1920,1272
4672,004673.jpg,/data/meteorite-identification/train_images/004673.jpg,0,keep,,1920,1592
4673,004674.jpg,/data/meteorite-identification/train_images/004674.jpg,0,keep,,1024,680
4674,004675.jpg,/data/meteorite-identification/train_images/004675.jpg,1,drop,too_large(>4096),4896,3672
4675,004676.jpg,/data/meteorite-identification/train_images/004676.jpg,1,keep,,400,376
4676,004677.jpg,/data/meteorite-identification/train_images/004677.jpg,1,keep,,640,480
4677,004678.jpg,/data/meteorite-identification/train_images/004678.jpg,1,keep,,1440,1080
4678,004679.jpg,/data/meteorite-identification/train_images/004679.jpg,1,keep,,450,342
4679,004680.jpg,/data/meteorite-identification/train_images/004680.jpg,0,keep,,291,236
4680,004681.jpg,/data/meteorite-identification/train_images/004681.jpg,0,keep,,1920,1272
4681,004682.jpg,/data/meteorite-identification/train_images/004682.jpg,0,keep,,352,143
4682,004683.jpg,/data/meteorite-identification/train_images/004683.jpg,1,keep,,800,590
4683,004684.jpg,/data/meteorite-identification/train_images/004684.jpg,1,keep,,1080,1440
4684,004685.jpg,/data/meteorite-identification/train_images/004685.jpg,0,keep,,3024,3024
4685,004686.jpg,/data/meteorite-identification/train_images/004686.jpg,0,keep,,288,186
4686,004687.jpg,/data/meteorite-identification/train_images/004687.jpg,0,keep,,1920,1272
4687,004688.jpg,/data/meteorite-identification/train_images/004688.jpg,0,keep,,1920,1272
4688,004689.jpg,/data/meteorite-identification/train_images/004689.jpg,1,keep,,800,800
4689,004690.jpg,/data/meteorite-identification/train_images/004690.jpg,1,keep,,640,480
4690,004691.jpg,/data/meteorite-identification/train_images/004691.jpg,1,keep,,400,300
4691,004692.jpg,/data/meteorite-identification/train_images/004692.jpg,0,keep,,1920,1272
4692,004693.jpg,/data/meteorite-identification/train_images/004693.jpg,0,keep,,458,422
4693,004694.jpg,/data/meteorite-identification/train_images/004694.jpg,1,keep,,640,480
4694,004695.jpg,/data/meteorite-identification/train_images/004695.jpg,0,keep,,1920,1280
4695,004696.jpg,/data/meteorite-identification/train_images/004696.jpg,1,keep,,1200,667
4696,004697.jpg,/data/meteorite-identification/train_images/004697.jpg,0,keep,,1920,1440
4697,004698.jpg,/data/meteorite-identification/train_images/004698.jpg,0,keep,,1920,1272
4698,004699.jpg,/data/meteorite-identification/train_images/004699.jpg,1,keep,,800,800
4699,004700.jpg,/data/meteorite-identification/train_images/004700.jpg,0,keep,,1024,768
4700,004701.jpg,/data/meteorite-identification/train_images/004701.jpg,1,keep,,640,346
4701,004702.jpg,/data/meteorite-identification/train_images/004702.jpg,1,keep,,600,450
4702,004703.jpg,/data/meteorite-identification/train_images/004703.jpg,0,keep,,246,205
4703,004704.jpg,/data/meteorite-identification/train_images/004704.jpg,0,keep,,1920,1272
4704,004705.jpg,/data/meteorite-identification/train_images/004705.jpg,1,keep,,400,300
4705,004706.jpg,/data/meteorite-identification/train_images/004706.jpg,0,keep,,1024,681
4706,004707.jpg,/data/meteorite-identification/train_images/004707.jpg,0,keep,,612,408
4707,004708.jpg,/data/meteorite-identification/train_images/004708.jpg,0,keep,,227,147
4708,004709.jpg,/data/meteorite-identification/train_images/004709.jpg,0,keep,,1920,1272
4709,004710.jpg,/data/meteorite-identification/train_images/004710.jpg,1,keep,,1080,1440
4710,004711.jpg,/data/meteorite-identification/train_images/004711.jpg,1,keep,,270,202
4711,004712.jpg,/data/meteorite-identification/train_images/004712.jpg,1,keep,,788,547
4712,004713.jpg,/data/meteorite-identification/train_images/004713.jpg,0,keep,,1024,696
4713,004714.jpg,/data/meteorite-identification/train_images/004714.jpg,0,keep,,316,224
4714,004715.jpg,/data/meteorite-identification/train_images/004715.jpg,0,keep,,1920,1272
4715,004716.jpg,/data/meteorite-identification/train_images/004716.jpg,1,keep,,1024,678
4716,004717.jpg,/data/meteorite-identification/train_images/004717.jpg,0,keep,,800,533
4717,004718.jpg,/data/meteorite-identification/train_images/004718.jpg,1,keep,,800,600
4718,004719.jpg,/data/meteorite-identification/train_images/004719.jpg,1,keep,,800,800
4719,004720.jpg,/data/meteorite-identification/train_images/004720.jpg,0,keep,,1920,1576
4720,004721.jpg,/data/meteorite-identification/train_images/004721.jpg,0,keep,,1920,1272
4721,004722.jpg,/data/meteorite-identification/train_images/004722.jpg,1,keep,,775,796
4722,004723.jpg,/data/meteorite-identification/train_images/004723.jpg,0,keep,,1920,1280
4723,004724.jpg,/data/meteorite-identification/train_images/004724.jpg,1,keep,,640,480
4724,004725.jpg,/data/meteorite-identification/train_images/004725.jpg,1,keep,,1080,1440
4725,004726.jpg,/data/meteorite-identification/train_images/004726.jpg,0,keep,,1920,1440
4726,004727.jpg,/data/meteorite-identification/train_images/004727.jpg,1,keep,,3264,2448
4727,004728.jpg,/data/meteorite-identification/train_images/004728.jpg,0,keep,,1920,1272
4728,004729.jpg,/data/meteorite-identification/train_images/004729.jpg,0,keep,,585,391
4729,004730.jpg,/data/meteorite-identification/train_images/004730.jpg,1,keep,,597,800
4730,004731.jpg,/data/meteorite-identification/train_images/004731.jpg,0,keep,,1920,1272
4731,004732.jpg,/data/meteorite-identification/train_images/004732.jpg,1,keep,,697,719
4732,004733.jpg,/data/meteorite-identification/train_images/004733.jpg,1,keep,,800,695
4733,004734.jpg,/data/meteorite-identification/train_images/004734.jpg,1,keep,,1080,1440
4734,004735.jpg,/data/meteorite-identification/train_images/004735.jpg,1,keep,,1080,1440
4735,004736.jpg,/data/meteorite-identification/train_images/004736.jpg,1,keep,,800,800
4736,004737.jpg,/data/meteorite-identification/train_images/004737.jpg,0,keep,,1177,1373
4737,004738.jpg,/data/meteorite-identification/train_images/004738.jpg,0,keep,,1024,768
4738,004739.jpg,/data/meteorite-identification/train_images/004739.jpg,1,keep,,1080,1440
4739,004740.jpg,/data/meteorite-identification/train_images/004740.jpg,0,keep,,274,225
4740,004741.jpg,/data/meteorite-identification/train_images/004741.jpg,0,keep,,264,185
4741,004742.jpeg,/data/meteorite-identification/train_images/004742.jpeg,0,keep,,1000,667
4742,004743.jpg,/data/meteorite-identification/train_images/004743.jpg,1,keep,,800,800
4743,004744.jpg,/data/meteorite-identification/train_images/004744.jpg,0,keep,,612,408
4744,004745.jpg,/data/meteorite-identification/train_images/004745.jpg,0,keep,,259,194
4745,004746.jpg,/data/meteorite-identification/train_images/004746.jpg,0,keep,,1024,768
4746,004747.jpg,/data/meteorite-identification/train_images/004747.jpg,1,keep,,800,600
4747,004748.jpg,/data/meteorite-identification/train_images/004748.jpg,1,keep,,800,431
4748,004749.jpg,/data/meteorite-identification/train_images/004749.jpg,0,keep,,450,342
4749,004750.jpeg,/data/meteorite-identification/train_images/004750.jpeg,0,keep,,259,194
4750,004751.jpg,/data/meteorite-identification/train_images/004751.jpg,1,keep,,800,800
4751,004752.jpg,/data/meteorite-identification/train_images/004752.jpg,0,keep,,474,502
4752,004753.jpg,/data/meteorite-identification/train_images/004753.jpg,0,keep,,700,496
4753,004754.jpg,/data/meteorite-identification/train_images/004754.jpg,0,keep,,1024,680
4754,004755.jpg,/data/meteorite-identification/train_images/004755.jpg,1,keep,,1440,1080
4755,004756.jpg,/data/meteorite-identification/train_images/004756.jpg,1,keep,,960,1280
4756,004757.jpeg,/data/meteorite-identification/train_images/004757.jpeg,0,keep,,1600,1157
4757,004758.jpg,/data/meteorite-identification/train_images/004758.jpg,0,keep,,2676,2725
4758,004759.jpg,/data/meteorite-identification/train_images/004759.jpg,1,keep,,1080,1440
4759,004760.jpg,/data/meteorite-identification/train_images/004760.jpg,0,keep,,150,129
4760,004761.jpg,/data/meteorite-identification/train_images/004761.jpg,0,keep,,1920,1280
4761,004762.jpg,/data/meteorite-identification/train_images/004762.jpg,1,drop,too_large(>4096),4896,3672
4762,004763.jpg,/data/meteorite-identification/train_images/004763.jpg,1,keep,,640,438
4763,004764.jpg,/data/meteorite-identification/train_images/004764.jpg,0,keep,,1920,1272
4764,004765.jpg,/data/meteorite-identification/train_images/004765.jpg,1,drop,too_large(>4096),4896,3672
4765,004766.jpg,/data/meteorite-identification/train_images/004766.jpg,1,keep,,640,427
4766,004767.jpg,/data/meteorite-identification/train_images/004767.jpg,1,keep,,800,600
4767,004768.jpg,/data/meteorite-identification/train_images/004768.jpg,1,keep,,1080,1440
4768,004769.jpg,/data/meteorite-identification/train_images/004769.jpg,0,keep,,323,239
4769,004770.jpg,/data/meteorite-identification/train_images/004770.jpg,0,keep,,380,285
4770,004771.jpg,/data/meteorite-identification/train_images/004771.jpg,1,keep,,800,639
4771,004772.jpg,/data/meteorite-identification/train_images/004772.jpg,0,keep,,1024,680
4772,004773.jpg,/data/meteorite-identification/train_images/004773.jpg,0,keep,,1024,680
4773,004774.jpg,/data/meteorite-identification/train_images/004774.jpg,1,keep,,800,800
4774,004775.jpg,/data/meteorite-identification/train_images/004775.jpg,0,keep,,1024,680
4775,004776.jpg,/data/meteorite-identification/train_images/004776.jpg,1,keep,,567,476
4776,004777.jpg,/data/meteorite-identification/train_images/004777.jpg,1,keep,,1440,1080
4777,004778.jpg,/data/meteorite-identification/train_images/004778.jpg,0,keep,,1920,1272
4778,004779.jpg,/data/meteorite-identification/train_images/004779.jpg,1,keep,,800,800
4779,004780.jpeg,/data/meteorite-identification/train_images/004780.jpeg,0,keep,,259,194
4780,004781.jpg,/data/meteorite-identification/train_images/004781.jpg,0,keep,,1920,1280
4781,004782.jpg,/data/meteorite-identification/train_images/004782.jpg,1,drop,too_large(>4096),4896,3672
4782,004783.jpg,/data/meteorite-identification/train_images/004783.jpg,1,keep,,711,708
4783,004784.jpg,/data/meteorite-identification/train_images/004784.jpg,0,keep,,1920,1440
4784,004785.jpg,/data/meteorite-identification/train_images/004785.jpg,0,keep,,352,143
4785,004786.jpg,/data/meteorite-identification/train_images/004786.jpg,1,keep,,500,290
4786,004787.jpg,/data/meteorite-identification/train_images/004787.jpg,1,keep,,1080,1440
4787,004788.jpg,/data/meteorite-identification/train_images/004788.jpg,1,keep,,687,600
4788,004789.jpg,/data/meteorite-identification/train_images/004789.jpg,0,keep,,1920,1272
4789,004790.jpg,/data/meteorite-identification/train_images/004790.jpg,1,keep,,1080,1440
4790,004791.jpeg,/data/meteorite-identification/train_images/004791.jpeg,0,keep,,237,213
4791,004792.jpg,/data/meteorite-identification/train_images/004792.jpg,0,keep,,1024,680
